,name,chapters,category,category2,category3,category4,category5,category6,category7,category8,categoy9,watch
229,PERSONA5 the Animation -THE DAY BREAKERS-,1 chapters,Action,Mistery,Thriller,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
230,Planet With,12 chapters,Action,Comedy,Mecha,Sci-fi,Seinen,-,-,-,-,Avalible on Crunchyroll
231,Plunderer,72 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
232,Pop Team Epic,29 chapters,Action,Comedy,-,-,-,-,-,-,-,Avalible on Crunchyroll
233,PUNCH LINE,12 chapters,Action,Comedy,Sci-fi,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
234,Qualidea Code,12 chapters,Action,Supernatural,-,-,-,-,-,-,-,Avalible on Crunchyroll
235,RADIANT,84 chapters,Action,Adventure,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
236,Re:ZERO -Starting Life in Another World-,130 chapters,Action,Adventure,Comedy,Fantasy,Romance,Thriller,-,-,-,Avalible on Crunchyroll
237,Re:ZERO -Starting Life in Another World- Cortos,25 chapters,Action,Adventure,Comedy,Fantasy,Romance,Slice of Life,-,-,-,Avalible on Crunchyroll
238,REBORN!,204 chapters,Action,Shonen,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
239,Record of Grancrest War,25 chapters,Action,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
240,RErideD: Tokigoe no Derrida,12 chapters,Action,Post Apocalyptic,Sci-fi,Seinen,-,-,-,-,-,Avalible on Crunchyroll
241,Rewrite,24 chapters,Action,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
242,Rock Lee no Seishun Full-Power Ninden,51 chapters,Action,Adventure,Comedy,Shonen,Slice of Life,-,-,-,-,Avalible on Crunchyroll
243,Rokka -Braves of the Six Flowers-,24 chapters,Action,Adventure,Fantasy,Mistery,Thriller,-,-,-,-,Avalible on Crunchyroll
244,Rusted Armors,12 chapters,Action,Adventure,-,-,-,-,-,-,-,Avalible on Crunchyroll
245,RWBY,116 chapters,Action,Adventure,Fantasy,Sci-fi,-,-,-,-,-,Avalible on Crunchyroll
246,RWBY: Ice Queendom,13 chapters,Action,Adventure,Fantasy,Sci-fi,-,-,-,-,-,Avalible on Crunchyroll
247,Sabagebu! -Survival Game Club!-,12 chapters,Action,Comedy,Slice of Life,Sports,-,-,-,-,-,Avalible on Crunchyroll
248,SABIKUI BISCO,24 chapters,Action,Adventure,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
249,Saga of Tanya the Evil (Youjo Senki),28 chapters,Action,Adventure,Fantasy,Historical,Thriller,-,-,-,-,Avalible on Crunchyroll
250,Sailor Moon Crystal,39 chapters,Action,Magical Girls,Romance,Shojo,-,-,-,-,-,Avalible on Crunchyroll
251,Saint Seiya - Soul of Gold,13 chapters,Action,Adventure,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
252,Saint Seiya Omega,97 chapters,Action,Adventure,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
253,Saint Seiya Saintia Sho,10 chapters,Action,Fantasy,Magical Girls,Sci-fi,Shonen,-,-,-,-,Avalible on Crunchyroll
254,Saint Seiya The Lost Canvas,26 chapters,Action,Adventure,Fantasy,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
255,SAINT SEIYA: Knights of the Zodiac,25 chapters,Action,Fantasy,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
256,SAIYUKI RELOAD BLAST,12 chapters,Action,Adventure,Fantasy,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
257,Saki,38 chapters,Action,Slice of Life,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
258,Scar on the Praeter,13 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
259,Scarlet Nexus,52 chapters,Action,Fantasy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
260,Schoolgirl Strikers,13 chapters,Action,Magical Girls,Sci-fi,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
261,Schwarzes Marken,24 chapters,Action,Historical,Mecha,Post Apocalyptic,Sci-fi,-,-,-,-,Avalible on Crunchyroll
262,Scorching Ping Pong Girls (Shakunetsu no Takkyuu Musume),12 chapters,Action,Comedy,Slice of Life,Sports,-,-,-,-,-,Avalible on Crunchyroll
263,SD GUNDAM WORLD HEROES,24 chapters,Action,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
264,SD Gundam World SANGOKU SOKETSUDEN,10 chapters,Action,Adventure,Mecha,Shonen,-,-,-,-,-,Avalible on Crunchyroll
265,Seiken Tsukai no World Break,12 chapters,Action,Fantasy,Harem,Seinen,-,-,-,-,-,Avalible on Crunchyroll
266,Seirei Gensouki: Spirit Chronicles,27 chapters,Action,Adventure,Fantasy,Harem,-,-,-,-,-,Avalible on Crunchyroll
267,Seirei Tsukai no Bladedance,12 chapters,Action,Comedy,Fantasy,Harem,Romance,-,-,-,-,Avalible on Crunchyroll
268,Sengoku Collection (Parallel World Samurai),26 chapters,Action,Comedy,Fantasy,Historical,-,-,-,-,-,Avalible on Crunchyroll
269,Sengoku Musou,13 chapters,Action,Fantasy,Historical,-,-,-,-,-,-,Avalible on Crunchyroll
270,SENGOKU NIGHT BLOOD,12 chapters,Action,Fantasy,Harem,Historical,Romance,Shojo,Thriller,Supernatural,-,Avalible on Crunchyroll
271,Senyu,26 chapters,Action,Comedy,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
272,SEVEN KNIGHTS REVOLUTION: Hero Successor,12 chapters,Action,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
273,Shadowverse,78 chapters,Action,Shonen,-,-,-,-,-,-,-,Avalible on Crunchyroll
274,Shine on! Bakumatsu Bad Boys,12 chapters,Action,Adventure,-,-,-,-,-,-,-,Avalible on Crunchyroll
275,Shokugeki no Soma,55 chapters,Action,Comedy,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
276,Skeleton Knight in Another World,12 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
277,"So I'm a Spider;So What?,48 chapters,Action,Comedy,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll,;",,,,,,,,,,,
278,Soul Buster,12 chapters,Action,Adventure,Fantasy,Historical,-,-,-,-,-,Avalible on Crunchyroll
279,Spiritpact,22 chapters,Action,Adventure,Seinen,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
280,Squishy Black Clover,8 chapters,Action,Comedy,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
281,SSSS.DYNAZENON,12 chapters,Action,Sci-fi,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
282,SSSS.GRIDMAN,12 chapters,Action,Mecha,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
283,Suisei no Gargantia,17 chapters,Action,Adventure,Fantasy,Mecha,Sci-fi,-,-,-,-,Avalible on Crunchyroll
284,SUPER HXEROS,12 chapters,Action,Comedy,-,-,-,-,-,-,-,Avalible on Crunchyroll
285,Sword Art Online,149 chapters,Action,Adventure,Fantasy,Sci-fi,Thriller,-,-,-,-,Avalible on Crunchyroll
286,Sword Art Online Alternative: Gun Gale Online,13 chapters,Action,Adventure,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
287,Sword of the Stranger,1 chapters,Action,Adventure,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
288,Symphogear,65 chapters,Action,Adventure,Idols,Music,Sci-fi,-,-,-,-,Avalible on Crunchyroll
289,Taboo Tattoo,12 chapters,Action,Fantasy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
290,Taimadou Gakuen 35 Shiken Shoutai,12 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
291,takt op.Destiny,25 chapters,Action,Music,-,-,-,-,-,-,-,Avalible on Crunchyroll
292,Tales of Luminaria the Fateful Crossroad,2 chapters,Action,Adventure,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
293,Terraformars,26 chapters,Action,Sci-fi,Seinen,Thriller,-,-,-,-,-,Avalible on Crunchyroll
294,Tesla Note,13 chapters,Action,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
295,That Time I Got Reincarnated as a Slime,122 chapters,Action,Adventure,Fantasy,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
296,The Ancient Magus' Bride (Mahou Tsukai no Yome),59 chapters,Action,Adventure,Fantasy,Mistery,Romance,Slice of Life,Supernatural,-,-,Avalible on Crunchyroll
297,The Daily Life of the Immortal King,29 chapters,Action,Comedy,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
298,The Garden of Sinners,10 chapters,Action,Seinen,Thriller,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
299,The God of High School,14 chapters,Action,Comedy,-,-,-,-,-,-,-,Avalible on Crunchyroll
300,The Last Summoner,12 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
301,The Magnificent KOTOBUKI,12 chapters,Action,Adventure,-,-,-,-,-,-,-,Avalible on Crunchyroll
302,The Millionaire Detective Balance: UNLIMITED,11 chapters,Action,Thriller,-,-,-,-,-,-,-,Avalible on Crunchyroll
303,The Price of Smiles (Egao no Daika),12 chapters,Action,Fantasy,Mecha,Sci-fi,-,-,-,-,-,Avalible on Crunchyroll
304,The Prince of Tennis II OVA vs Genius 10,20 chapters,Action,Shonen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
305,THE PROMISED NEVERLAND,35 chapters,Action,Fantasy,Mistery,Post Apocalyptic,Sci-fi,Shonen,Thriller,-,-,Avalible on Crunchyroll
306,The Reflection,12 chapters,Action,Adventure,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
307,The Rising of the Shield Hero,88 chapters,Action,Adventure,Fantasy,Seinen,-,-,-,-,-,Avalible on Crunchyroll
308,The Silver Guardian,18 chapters,Action,Fantasy,Sci-fi,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
309,The Slime Diaries,27 chapters,Action,Comedy,Fantasy,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
310,The Strongest Sage With the Weakest Crest,24 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
311,THE UNLIMITED Hyobu Kyosuke,12 chapters,Action,Adventure,Sci-fi,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
312,The World Ends With You,24 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
313,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,24 chapters,Action,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
314,Tiger Mask W,38 chapters,Action,Shonen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
315,Time Bokan 24,48 chapters,Action,Comedy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
316,TO BE HERO,12 chapters,Action,Comedy,Fantasy,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
317,To Be Heroine,8 chapters,Action,Comedy,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
318,To the Abandoned Sacred Beasts,12 chapters,Action,Fantasy,Shonen,Thriller,Supernatural,-,-,-,-,Avalible on Crunchyroll
319,Toaru Hikuushi e no Koiuta,13 chapters,Action,Adventure,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
320,Tokyo Ghoul,102 chapters,Action,Fantasy,Mistery,Seinen,Thriller,Supernatural,-,-,-,Avalible on Crunchyroll
321,Tokyo Revengers,48 chapters,Action,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
322,Total Eclipse,25 chapters,Action,Adventure,Mecha,Post Apocalyptic,Sci-fi,Thriller,-,-,-,Avalible on Crunchyroll
323,Touken Ranbu - Hanamaru,12 chapters,Action,Comedy,Fantasy,Historical,Slice of Life,-,-,-,-,Avalible on Crunchyroll
324,Tower of God,26 chapters,Action,Adventure,Fantasy,Shonen,-,-,-,-,-,Avalible on Crunchyroll
325,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,12 chapters,Action,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
326,Triage X,10 chapters,Action,Shonen,-,-,-,-,-,-,-,Avalible on Crunchyroll
327,TRIBE NINE,24 chapters,Action,Sports,-,-,-,-,-,-,-,Avalible on Crunchyroll
328,Trinity Seven,14 chapters,Action,Comedy,Fantasy,Harem,Shonen,Supernatural,-,-,-,Avalible on Crunchyroll
329,Tropical-Rouge! Precure,46 chapters,Action,Shojo,-,-,-,-,-,-,-,Avalible on Crunchyroll
330,Try Knights,12 chapters,Action,Shojo,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
331,Tsukimonogatari,1 chapters,Action,Comedy,Fantasy,Harem,Supernatural,-,-,-,-,Avalible on Crunchyroll
332,Twin Angels BREAK,12 chapters,Action,Magical Girls,Shonen,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
333,Twin Star Exorcists,50 chapters,Action,Adventure,Fantasy,Romance,Shonen,Supernatural,-,-,-,Avalible on Crunchyroll
334,TWOCAR,12 chapters,Action,Seinen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
335,Ulysses: Jeanne d'Arc and the Alchemist Knight,12 chapters,Action,Fantasy,Historical,-,-,-,-,-,-,Avalible on Crunchyroll
336,Upotte!!,10 chapters,Action,Comedy,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
337,URAHARA,12 chapters,Action,Adventure,Comedy,Sci-fi,Slice of Life,-,-,-,-,Avalible on Crunchyroll
338,W'z,13 chapters,Action,Adventure,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
339,Walkure Romanze,12 chapters,Action,Harem,Romance,Sports,-,-,-,-,-,Avalible on Crunchyroll
340,Witch Craft Works,12 chapters,Action,Fantasy,Seinen,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
341,Wonder Momo,5 chapters,Action,Idols,Magical Girls,Sci-fi,-,-,-,-,-,Avalible on Crunchyroll
342,World Trigger,99 chapters,Action,Fantasy,Sci-fi,Shonen,Supernatural,-,-,-,-,Avalible on Crunchyroll
343,Xuan Yuan Sword Luminary,13 chapters,Action,Adventure,Fantasy,Historical,Supernatural,-,-,-,-,Avalible on Crunchyroll
344,Yowamushi Pedal New Generation,50 chapters,Action,Shonen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
345,Yowapeda,65 chapters,Action,Shonen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
346,Yu-Gi-Oh!,2 chapters,Action,Adventure,Fantasy,Shonen,Supernatural,-,-,-,-,Avalible on Crunchyroll
347,Yu-Gi-Oh! VRAINS,120 chapters,Action,Comedy,Fantasy,Sci-fi,Shonen,-,-,-,-,Avalible on Crunchyroll
348,Yuki Yuna wa Yusha de Aru,12 chapters,Action,Adventure,Fantasy,Magical Girls,Supernatural,-,-,-,-,Avalible on Crunchyroll
349,A Place Further Than the Universe,13 chapters,Adventure,Comedy,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
350,ACCA: 13-Territory Inspection Dept.,13 chapters,Adventure,Mistery,Sci-fi,Thriller,-,-,-,-,-,Avalible on Crunchyroll
351,Akatsuki no Yona,24 chapters,Adventure,Fantasy,Romance,Shojo,Supernatural,-,-,-,-,Avalible on Crunchyroll
352,APPARE-RANMAN,13 chapters,Adventure,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
353,Ascendance of a Bookworm,52 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
354,Cardcaptor Sakura: Clear Card,23 chapters,Adventure,Comedy,Magical Girls,Shojo,-,-,-,-,-,Avalible on Crunchyroll
355,Death March to the Parallel World Rhapsody,36 chapters,Adventure,Fantasy,Harem,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
356,Detective Conan,123 chapters,Adventure,Thriller,-,-,-,-,-,-,-,Avalible on Crunchyroll
357,Digimon Adventure tri,26 chapters,Adventure,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
358,Dimension High School,12 chapters,Adventure,Mistery,-,-,-,-,-,-,-,Avalible on Crunchyroll
359,elDLIVE,12 chapters,Adventure,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
360,Fairies Album,11 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
361,Gosick,24 chapters,Adventure,Mistery,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
362,GRANBLUE FANTASY The Animation,28 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
363,Grimgar of Fantasy and Ash,12 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
364,HAKYU HOSHIN ENGI,25 chapters,Adventure,Fantasy,Shonen,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
365,Historias tradicionales japonesas para la reconstrucción de los pueblos,300 chapters,Adventure,Comedy,Fantasy,Historical,Supernatural,-,-,-,-,Avalible on Crunchyroll
366,Hortensia SAGA,12 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
367,How a Realist Hero Rebuilt the Kingdom,39 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
368,Is It Wrong to Try to Pick Up Girls in a Dungeon? (Danmachi),25 chapters,Adventure,Comedy,Fantasy,Harem,-,-,-,-,-,Avalible on Crunchyroll
369,Isekai Cheat Magician,13 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
370,Kamisama no Inai Nichiyoubi,12 chapters,Adventure,Fantasy,Mistery,Post Apocalyptic,Supernatural,-,-,-,-,Avalible on Crunchyroll
371,Keep Your Hands Off Eizouken!,24 chapters,Adventure,Comedy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
372,Kemono Friends,24 chapters,Adventure,Comedy,Fantasy,Post Apocalyptic,-,-,-,-,-,Avalible on Crunchyroll
373,KONOSUBA -God's blessing on this wonderful world!,45 chapters,Adventure,Comedy,Fantasy,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
374,Laid-Back Camp,50 chapters,Adventure,Comedy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
375,Listeners,24 chapters,Adventure,Music,-,-,-,-,-,-,-,Avalible on Crunchyroll
376,Maoyu,12 chapters,Adventure,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
377,Monster Hunter Stories Ride On,48 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
378,Muromi-san,13 chapters,Adventure,Comedy,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
379,MUSHI-SHI,22 chapters,Adventure,Fantasy,Seinen,Slice of Life,Supernatural,-,-,-,-,Avalible on Crunchyroll
380,Mushoku Tensei Jobless Reincarnation,70 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
381,NAMUAMIDABUTSU! -UTENA-,12 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
382,Natsume Yujin-cho 5,14 chapters,Adventure,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
383,Nobunaga Kyousoukyoku,10 chapters,Adventure,Comedy,Historical,Romance,Shonen,-,-,-,-,Avalible on Crunchyroll
384,Our Last Crusade or the Rise of a New World,24 chapters,Adventure,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
385,Princess Connect! Re: Dive,25 chapters,Adventure,Comedy,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
386,SAKUGAN,24 chapters,Adventure,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
387,Shonen Ashibe GO! GO! Goma-chan,120 chapters,Adventure,Comedy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
388,Somali and the Forest Spirit,13 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
389,Sora to Umi no Aida (Between the Sky and Sea),12 chapters,Adventure,Sci-fi,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
390,Sorcerous Stabber Orphen,25 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
391,Soredemo Sekai wa Utsukushii,12 chapters,Adventure,Fantasy,Romance,Shojo,-,-,-,-,-,Avalible on Crunchyroll
392,Taisho Mebiusline Chicchaisan,12 chapters,Adventure,Historical,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
393,The 8th son? Are you kidding me?,12 chapters,Adventure,Fantasy,Harem,-,-,-,-,-,-,Avalible on Crunchyroll
394,The Dawn of the Witch,12 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
395,The Faraway Paladin,26 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
396,The Greatest Demon Lord is Reborn as a Typical Nobody,25 chapters,Adventure,Comedy,Fantasy,-,-,-,-,-,-,Avalible on Crunchyroll
397,The Irresponsible Galaxy Tylor,12 chapters,Adventure,Comedy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
398,The Journey Home,26 chapters,Adventure,Comedy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
399,The Master of Ragnarok & Blesser of Einherjar,12 chapters,Adventure,Fantasy,Harem,-,-,-,-,-,-,Avalible on Crunchyroll
400,The Misfit of Demon King Academy,13 chapters,Adventure,Fantasy,Romance,Shonen,-,-,-,-,-,Avalible on Crunchyroll
401,The Sprites of Floria,1 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
402,This Boy is a Professional Wizard,4 chapters,Adventure,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
403,Toriko,146 chapters,Adventure,Fantasy,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
404,TSUKIMICHI -Moonlit Fantasy-,37 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
405,Uchuu Kyoudai,99 chapters,Adventure,Comedy,Sci-fi,Seinen,Slice of Life,-,-,-,-,Avalible on Crunchyroll
406,Wise Man's Grandchild,36 chapters,Adventure,Fantasy,Romance,Seinen,-,-,-,-,-,Avalible on Crunchyroll
407,Woodpecker Detective's Office,12 chapters,Adventure,Historical,Mistery,Thriller,-,-,-,-,-,Avalible on Crunchyroll
408,Yashahime: Princess Half-Demon,96 chapters,Adventure,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
409,YUREI DECO,12 chapters,Adventure,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
410,A Centaur's Life (Centaur no Nayami),12 chapters,Comedy,Fantasy,Romance,Seinen,Slice of Life,-,-,-,-,Avalible on Crunchyroll
411,A Couple of Cuckoos,44 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
412,A Destructive God Sits Next to Me,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
413,A Sister's All You Need.,12 chapters,Comedy,Harem,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
414,ABCiee Working Diary,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
415,Ace Attorney,47 chapters,Comedy,Mistery,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
416,Aharen-san wa Hakarenai,24 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
417,AHO-GIRL,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
418,Ai-Mai-Mi,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
419,Ai-Mai-Mi Mousou Catastrophe,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
420,Ai-Mai-Mi Surgical Friends,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
421,AIURA,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
422,Amanchu!,25 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
423,AMAZING STRANGER,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
424,And you thought there is never a girl online?,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
425,Angel's 3Piece!,12 chapters,Comedy,Music,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
426,Anima Yell!,12 chapters,Comedy,Slice of Life,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
427,Anime De Training! Ex,24 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
428,Anime-Gataris,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
429,Anne-Happy,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
430,Ao-chan Can't Study!,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
431,AOKANA: Four Rhythm Across the Blue,12 chapters,Comedy,Sci-fi,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
432,Aooni The Blue Monster,14 chapters,Comedy,Thriller,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
433,Are You Lost?,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
434,Armor Shop for Ladies & Gentlemen,24 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
435,Asobi Asobase - workshop of fun -,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
436,Asteroid in Love,13 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
437,Aware! Meisaku-kun,37 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
438,AzurLane: Slow Ahead!,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
439,Bananya,26 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
440,Beelzebub-jou no Okinimesu Mama,12 chapters,Comedy,Fantasy,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
441,Binan Koukou Chikyuu Bouei-bu LOVE!,37 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
442,BLEND-S,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
443,"Boku no Imouto wa ""Osaka Okan"",12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll,;",,,,,,,,,,,
444,Bono Bono,104 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
445,Brothers Conflict,12 chapters,Comedy,Harem,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
446,Bungo Stray Dogs WAN!,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
447,Campione!,13 chapters,Comedy,Fantasy,Harem,Romance,-,-,-,-,-,Avalible on Crunchyroll
448,Cells at Work!,22 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
449,Cells at Work! CODE BLACK,13 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
450,Charlotte,13 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
451,CHERRY MAGIC! THIRTY YEARS OF VIRGINITY CAN MAKE YOU A WIZARD?!,14 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
452,Chio's School Road,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
